Sentence,Emotion
còn nhiều người khổ hơn mình :)),Other
"tội mày quá , lần sau mày bình tĩnh hơn nhé",Sadness
per cười đau bụng luôn 🤣🤣,Enjoyment
per dẹp hết . không có bán mua quần què gì nữa hết,Anger
"nhìn 1 cái , cười 1 cái rồi về thôi",Enjoyment
tuổi thơ dữ dội là đây .,Enjoyment
tính ra con bé đó chuyên nghiệp ấy chứ,Enjoyment
cái địt con mẹ mày ... biết bố mày xem xong tí rơi điện thoại không 😭😭😭😭😭😭😭😭😭,Anger
per sao tội vạy em,Sadness
đéo hiểu,Other
nhớ cái bếp của mẹ .,Other
tao ghét nhất đăng mấy thể loại v . đúg là nhãm lol,Disgust
ghét mấy cái thể loại này . toàn lũ hãm,Disgust
hẳn là phạt 5 triệu luôn,Other
cuộc sống mà,Other
sao không mua thịt về ướp dưới nền rồi nướng luôn,Other
((= nói cái này quá là bình thường luôn không đến mức phải xù lông nói là cười nhạo đâu ạ,Disgust
coi xong đoan này . tao thấy nhớ nhà vô cùng 😭,Sadness
công nhận 😌😌😌 đồng nghiệp hạp hạp tí có khi ngồi buôn cả ngày bám hơn cả bám người yêu . đi làm hôm nào cảm thấy hôm đó ý nghĩa vãi,Enjoyment
ông bà có đam mê .,Other
nếu như bạn nào không biết là bạn đồ chanh chẹ,Other
cái vị mà tao nghĩ đến cuối đời con người vẫn chưa nếm hết,Other
hoá nhện tỏ tình đấy :)))),Enjoyment
tôi từng trách bố mẹ sao sinh tôi ra trong hoàn cảnh này,Sadness
khu này đẹp vãi chưởng,Surprise
nhớ lại mỗi lần thay tim .. 😂,Other
em này sao giống chị tao quá vậy,Surprise
"ngay bây giờ , chỉ cần anh thật lòng với tôi là được :)",Other
per 2 đại cao thủ đấu đầu :)),Other
dễ thương vầy :>,Enjoyment
tao đang nghiêm túc đấy,Other
nói không phải khoe chứ em đi xe bò đi học,Enjoyment
đm phải tao tao chửi mả bố nhà chúng nó lên chứ trêu trêu cái lol 😒😒 vả cho mỗi thằng ml vài cái chứ ở đấy cho chúng nó quây rồi nhăn nhỉ với nhau ..,Anger
"hết cấp 3 , hết đại học và chỉ mới bắt đầu 1 cuộc chơi khác .",Other
"cả đống người trên đường , mà nó chỉ dí mình tao 😭. t đã làm nên tội gì 😭😭",Sadness
đã bảo cho tôi đi trước rồi mà không chịu . :v,Other
per còn nhớ hay đã quên,Other
nếu chịu khó đặt vào hoàn cảnh của nhau mà sống thì cuộc sống đơn giản hơn rồi đó,Sadness
cưng v trờiiiiii .,Enjoyment
per 😢😢 miss you .. chính xác luôn ak hậu,Sadness
rồi liệu nằm với vợ ông làm thế nào nhỉ,Other
sau mỗi cuộc chia ly người ở lại vẫn là người đau lòng nhất :((,Sadness
"phim hay dã man diễn viên chính đẹp trai , xem đi xem lại không chán",Enjoyment
tình yêu là sự mù quáng mà hix,Sadness
dễ thương quá,Enjoyment
"má , mặt đúng ngáo luôn 😂",Enjoyment
có một sự tổn thương không hề nhẹ ở đây,Sadness
tết trung thu chứ có phải tết “ giao phối ” đâu mà cần gấu với chả gà 😌😌,Disgust
"per làm ở đâu không quan trọng , quan trọng là vẫn buôn chuyện đều 😂😂😂",Enjoyment
"kệ mẹ nó , giận được bao nhiêu thì giận . cắm sừng thì tao tiễn vong luôn",Disgust
ra cái chỗ sóng không táp thì đéo ra cáu vãi :)),Anger
hãy cảm ơn vì chúa đã ban em cho chị 😂😂,Enjoyment
họ đáp vì phép lịch sự còn mình vì yêu mà chủ động vì quan tâm mà hỏi đủ điều ..🙁,Sadness
:)) bật nhạc lên và quẩy thôi,Enjoyment
nhà tôi còn nè,Enjoyment
per theo vợ nghĩ nếu là chồng thì chắc con đó dù là giả cũng sẽ lên nồi,Enjoyment
món này ngon vãi,Enjoyment
per viêm màn túi cấp nghiêm trọng,Sadness
kinh vãi,Disgust
đến bao giờ mới nhận được tiền nhỉ,Other
dăm ba con nhện nghĩ tao sợ (((=,Enjoyment
ngày buồn hôm ấy tôi cũng là người rời khỏi lớp cuối cùng .!!!,Sadness
"mình muốn tag mấy ông hàng xóm vào đây để các bác ấy biết rằng , bác ấy không chỉ buồn mà còn hát rất dở",Disgust
là mỗi buổi sáng thức dậy ta có thêm 1 ngày mới để yêu thương ❤️.,Enjoyment
dume dễ thương vãi ??,Enjoyment
ủa làm gì đánh tao muốn chết vậy đuỹ ?,Anger
sau này nhất định phải nói chuyện lịch sự :)))) không phải một người đọc mà là mọi người cùng đọc =)))),Other
"3s để tôi nói tôi yêu em và cả quãng đời còn lại để tôi chứng minh lời tôi nói :"" tôi yêu em """,Enjoyment
ấm hơn cả người yêu :)),Enjoyment
e lên mang câu chuyện này đi thi thách thức danh hài . rất duyên,Enjoyment
thấy topic đúng tâm trạng quá .,Enjoyment
chụp không biết bao nhiêu lần rồi,Other
bài này hay tuyệt vời đấy ❤️,Enjoyment
thật ra là nó muốn kiếm em gái anh trai mưa đấy,Other
"ai mang đồ ăn cho anh ấy đi , kẻo đói tội nghiệp",Sadness
"coi khúc đầu không hiểu , đến lúc ổng bước ra khỏi làn khói , thật không thể cầm được nước mắt",Sadness
rất biết cách ngồi đấy nhỉ ????,Other
per phim đó thì nam chính hay nữ chính đều chạy cả,Other
mấy con yêu nghiệt ngày xưa nội có nuôi 2 con cứ ra đằng sau là nó dí chạy muốn tuột mẹ quần 🙄🙄,Fear
"hồi xưa , giờ yêu kiểu người lớn cơ mà",Other
có vợ nên lắm . váy mới ngày trước toàn áo chấm bi của mẹ 🤣🤣,Enjoyment
nó cưng quá mày,Enjoyment
trời có bạn nhận ra mình luôn à @@,Surprise
😭😭😭😭😭😭,Sadness
tao nhìn sợ vãi,Fear
cảm ơn bạn đã yêu đất nước việt nam tôi,Enjoyment
quan trọng là ông bà nội ngoại bạn phải giàu cái đã,Other
"chắc ông chồng hạnh phúc lắm khi sống chung với người vợ như vậy , những đứa con chắc cũng yêu mẹ họ lắm ! mà thặc ra là giống với mẹ tớ lắm kkk",Enjoyment
ewww mình chẳng giữ được gì huhu,Sadness
vậy cũng được luôn hả ? 😄,Surprise
"bộ phim này xem rất sướng . và rút ra được khám phá là thứ tuyệt vời nhất chứ không phải bằng cấp . giá như mấy ông "" bộ "" và mấy ông "" ngành "" dành thời gian xem phim này một lần .",Enjoyment
xem không dưới 3 lần chia sẻ không dưới 2 lần nhưng mỗi lần nhìn thấy lại xem lại buồn,Sadness
bây giờ gái nó chỉ cần bông hoa đồng tiền ném vào mặt nó để nó ăn tiêu chứ nó cần gì cái cây lu miên này .,Disgust
"mút này mình xịt nước cho nó mềm ra , lấy chổi đùa đùa lại quét tới lúc nghỉ việc luôn quét cũng chưa xong nha , thứ nl",Disgust
và hơn hết là tụi nó không còn coi mình là con gái nữa,Sadness
moẹ thấy u ám hơn thì có . dume 💩,Anger
hú hồn lon vẫn còn,Fear
"một lúc nào đó chúng ta sẽ không nói chuyện nữa , lúc đó có lẽ em thật sự đã buông bỏ được rồi ...",Sadness
hẳn là thần tài . mê tín vãi,Disgust
bớt chọc điên tao và bớt leo lên đầu tao ngồi 🙂 hãy để yên cho tao hiền 🙃,Disgust
per kỷ niệm khó quên nhỉ kkk,Enjoyment
địt mẹ hoang đường !,Disgust
"cô giáo chủ nhiệm hơi bị khốn nhỉ ? cô như vậy thì học sinh sao này học theo cái tính tráo trở , hai mặt",Disgust
xin chúa thương xót chúng con,Other
lâu quá mới nghe lại bài này buồn thế,Sadness
rất thuyết phục,Enjoyment
mình hỏi mua rồi mà người ta kiểu nữa muốn bán nữa không bạn,Other
buồn nhất là crush cũng chả có để mà thả 😞,Sadness
"ồ ! thật là bất ngờ , thật là thú zị , thật là liên quan ?",Surprise
per anh tải cái này về cho per học nè . thú vị ghê,Enjoyment
per làm gì quên được kkkkk,Enjoyment
nhìn thế thôi nhưng làm được video như này cũng khó lắm hay phết 🙂,Other
hợp lớp cái đéo gì được chục thằng = ),Disgust
ủa vậy phạm tội thì có ẩn danh không ? :)) ngộ àh,Disgust
lấy vợ xong anh có vẻ mũm mĩm nhỉ :333,Enjoyment
dỗ lại dễ thôi mà . nhỉ nhỉ 🤣🤣🤣,Enjoyment
cho tao hỏi mấy con súc vật tụi bây cười cái gì dzậy ? chắc tụi mày phải bị gậy vụt vào mõm thì mới hết dám ngẩng mặt nhìn đời phải không ?,Anger
bạn nào cần bạn thân là con trai không :)),Other
tao bị quỳ cột cờ mới ác . cả trường biết mặt luôn . nhục vãi,Sadness
tao đã đóng dấu cấm đứa nào rớ vào =)))),Enjoyment
"dm tuổi thơ tao lại toàn ba thằng hãm lol , độc chép bài .... đùa đùa đéo cho chép chúng nó chửi sấp mặt luôn ☹️",Anger
và thế đéo nào chúng nó toàn gọi mình là thằng 😏😏😏,Anger
khôn lõi đời à ? chừa này,Disgust
cũng chỉ là tạm thời . chỉ khi nào nguồn nước bẩn thôi đổ vào sông thì mới đảm bảo được .,Other
per ru con để vợ đắp mặt nạ kìa ?? đúng là chồng người ta chưa bao giờ làm mình thất vọng ??,Enjoyment
"thật thà vãi , mà tao chỉ thích ăn xoài chua .",Other
per vẩy cật lực luôn =)),Other
sao toàn gái ngành với bọn chủ tịch bình luận không vậy 🙂,Disgust
đây còn hơn cả vua . giàu mà nghĩ lớn làm lớn .,Other
bất ngờ thiệt :)))),Surprise
"đang ỉa xem cười như điên , kkk",Enjoyment
nghiệt ngã hơn là phi hành gia đéo tuyển mấy đứa lùn :((,Sadness
con mụ mất dạy . già mà lăng loàn . thấy người ta yếu thế hơn mà khôg giúp dựng cái xe dậy rồi nói với nhau vài câu tử tế . lại còn tỏ nguy hiểm định ăn cức người ta ak,Anger
thiếu cái que chấm dầu là ổn 😂,Enjoyment
bình thương tao hay cười lắm . nhưng khi tức tên ... tao lại khóc . quá yếu đuối,Sadness
ăn ngon nhưng nóng không chịu được,Fear
vừa đây về đông kinh hồn càng về đêm càng đông,Fear
per tổ đội đánh rắm vào mà xem,Other
bếp thiiêu chân mày,Other
con người ta giỏi nhất là ảo tưởng vị trí của mình trong lòng người khác 🙃,Disgust
"đúng là tuổi tác nó không chứng minh được gì cả , già rồi ăn nói không văn hoá cử chỉ hành động tục tĩu hết nói nỗi",Disgust
ra vậy . nguy hiểm thật :(((,Fear
per hết tiền thật sự :(,Sadness
nóng quá nên đổ lên cho mát thôi mà :)),Enjoyment
cưng quá :))),Enjoyment
lỗi của lái tàu nhé,Other
ai cũng bận cả và không ai rảnh rỗi ngày ngày quan tâm bạn đâu ?,Disgust
nuôi con chó mà để ve thế không thấy tởm nhỉ ?,Disgust
tuổi trẻ tài cao vãi,Enjoyment
vô duyên và hài hước nó có 1 làn ranh giới mỏng manh vãi,Other
đứng xa ra thì dễ dàng rồi =)) cái ngu ở đây là không viết được nhưng vãn cố chấp thôi =)),Disgust
xui thôi chứ quyền đang hay mà 😢,Sadness
công an béo như lợn không đuổi nổi tội phạm 😂😂,Enjoyment
nhưng tôi đéo có bạn trai thì phải làm sao ?,Sadness
nhìn cái ngành gd việt nam bây giờ ai cũng mệt mỏi,Sadness
"đó tao đi học tới 12 , mà dô lớp lì vẫn bị thầy cho nằm úp trên bàn trước lớp , kéo tà áo dài lên rồi đập cho mấy cây . giờ quánh thì không cho ( trừ mấy thầy cô yêuc quái cho mấy trăm cái bạt tai thì không tính ), phạt quỳ thì cũng lên báo . thua luôn .",Disgust
cái gì mà rớt hột le tè vậy em gái 😁😁😁,Enjoyment
per trước cái thời ở trọ nè anh,Other
sợ vãi =))),Fear
lãng mạn vãi_chưởng =)))))) 0,Enjoyment
per tao tán sấp mặt,Anger
việc làm và ý thức của những cổ động viên kém quá . mất hình ảnh bóng đá per còn mất 1 tỷ tiền phạt .,Disgust
sao nhìn nó đấm đéo có lực gì hết nhỉ,Other
mình bị say xe bạn à :(((,Sadness
per haha cái t2 hợp với em nè ;)),Enjoyment
vậy là thế giới mất đi không biết bao nhiêu món nướng rồi :(,Sadness
nói thật :)) tao chỉ buồn cười khi chúng nó chia tay thôi :)),Enjoyment
kết thúc phim bất ngờ quá,Surprise
"mới xem 1 đoạn xíu này mà cũng khóc hết hơi , nhìn em bé mất bố mà quay ra nhìn lại con mình đỏ hỏn nằm bên cạnh , thấy thương quá 😭",Sadness
xứng đáng cho cái ngu của thằng oto .. nghiền nát luôn oto càng tốt .. để cho cái lũ não ngắn nó hiểu được quy định của hành lang đường sắt là như nào .,Disgust
ơ cưng < 3 < 3,Enjoyment
nếu câu chuyện này được liệt kê vào danh sắc câu chuyện cảm động nhất trường thì câu chuyện của thư sẽ được liệt vào đâu đây 😂😂😂 per,Other
"tại giống nhau quá , nhưng đừng như người ta nha , nghĩ đến tự tử các thứ chẳng có gì là hay cả",Sadness
còn trẻ trâu lắm cả hai đứa,Disgust
"mong là nước pháp sẽ tập trung xây dựng ổn định trong nước , và đừng đụng chạm tới nước khác nữa",Other
ngắn gọn thôi : thế bây giờ mày muốn tao dỗ hay là tao giỗ :v,Other
tao thích con bé nuốt chuối,Enjoyment
ng ta nuôi vì niềm đam mê,Enjoyment
trường mình chị lao công đóng cửa :((,Other
thính đấy đừng dính . vì 1 ngày nào đấy mày sẽ nhận ra không chỉ mình mày mới được vậy,Disgust
nước ngoài có đầy mà :)),Enjoyment
bô ̣ phim khiến bọn sinh viên có lí do để lười học theo li ́ thuyết là đây 😆,Enjoyment
hơn cả bộ phim kinh dị !,Fear
nằm ngó miệng kiểu đó ai dám ăn ??????,Disgust
cả một bầu trời đáng yêu :))))),Enjoyment
hic hic mình còn chả bao giờ được giận lại ấy chứ :((,Sadness
còn người yêu tao : một hơi có một anh đẹp trai bay lơ lửng rồi ôm lấy em khi em tắm :(((,Enjoyment
nó sẽ thì thầm tai mày “ dượng đây “ 🤣🤣,Enjoyment
tập có lỗi với thằng quay phim mà tao xem ba lần tao vẫn cười đứt ruột,Enjoyment
xem xong video tự thấy mình còn không bằng con chó ...,Sadness
tóm lại là giá trị của anh đéo bằng 1 cái bánh :<,Disgust
cay mắt,Sadness
đánh cho lắm đéo thấm miếng nào khi main chỉ hất mông 1 phát bay mất tiêu :)),Disgust
thằng kia cute đáng yêu mà cái con ý nó xấu z trời haha,Disgust
dume đêm ròii =))) tao cười vãi tí hàng xóm qua đánh bỏ mẹ,Fear
sao cái gì em cũng biết vậy :))),Surprise
per đúng là như thế,Other
công nhận ngầu thật,Enjoyment
tình yêu đâu phân biệt là gay hay không gay vì đó là sự lựa của con tim mà họ đã nhắm tới !.,Other
dhs nhìn thằng đầu tiên trông ớn vãi :| chị em bg thích style lạ ghê ta :| bá khí ????,Disgust
môi trường làm việc là yếu tố quyết định,Other
nhớ lắm .. cay mắt lắm ....,Sadness
ph :)) phê hơn cả cần nhé . nên mua cái này về dùng tốt cho chó và người :))),Enjoyment
mất rồi có lấy lại được đâu :)) cái gì nó cũng chỉ là quá khứ,Sadness
đéo mang não ... tay lại nhanh hơn não rồi ..,Disgust
ước gì được giận lại 😐,Sadness
nó bỏ mình đi rồi mỗi lần nghĩ tới nó ôi sao mà xót tim gan hơn mất người yêu,Sadness
ngày cuối cùng thực sự buồn,Sadness
nếu là tao thì tao sẽ không ăn được miếng nào,Sadness
bọn rải đinh nó đéo biết xe đi nhanh mà bị xì lốp thì như thế nào ??? 😣😣😣 não lol,Disgust
ngoài ra còn một số cái buồn nữa . không giải quyết kịp thời thì ??,Sadness
nghe nói dạo này bạn dưỡng da để kiếm người yêu per,Enjoyment
"em đi xe đạp , có gửi bao giờ đâu mà biết bác ơiii",Other
"chuẩn đó , mà quên chưa có người yêu",Enjoyment
"tập thể năm nay lại làm mình tiếc nuối từ thành viên đến gvcn :,((",Sadness
đọc có chỗ vô lí vãi,Other
có khi nào mình thích anh hàng xóm vì mình thích con mèo nhà anh không nhỉ :<,Enjoyment
ờ tao tao thông minh thiệt đã dừng lại đúng lúc,Enjoyment
nghe ảo ghê nhưng cũng có lý,Other
"đéo kiếm ra tiền , nấu có 3 bữa cơm với đưa đón con đi học mà còn không xong , chắc để mẹ già làm hộ hay để chồng nó đi kiếm tiền về rồi nó hầu cho",Disgust
đục khoét tuổi thơ vãi ;))),Other
nhiều bạn cứ phán nọ kia nặng lời quá . chỉ là bạn ý có cách bóc phốt duyên dáng và hài hước thôi . chứ đâu có nặng nề như các bác nghĩ ..,Disgust
bảo ba mẹ dẫn đi bác sĩ ngay đi,Other
ui cưng quá,Enjoyment
không biết s chứ ngày lúc 17t tao đi phục vụ phòng karaoke ... mình tao 2 phòng chạy qua chạy lại mệt quá vì xỉn ... kkk . thế là tao nghỉ trong ngày đầu vào phục vụ karaoke .🤣🤣🤣,Enjoyment
tôi là ai đây là đâu :v tôi đã làm gì sai :3,Surprise
nghiệp hơi nặng nha !. làm hết hồn,Fear
"mấy thằng ngáo để cho chết mẹ nó đi cho xã hội yên bình , quan tâm làm gì",Anger
mình còn chưa kịp đến :((,Sadness
"per tìm tao con nhện này , con này lãng mạn coá",Other
vừa mới xem hqua . kết thúc phim nhạt quá 😒😒,Disgust
làm công nhân đã khổ rồi mà tụi nó còn nỡ lòng nào hại người ta nhắn tin,Sadness
mất bà cái tuổi thơ -.-,Sadness
ko những công khai . mà phải cho thi lại . để biết đúng thực lực,Other
đã bảo bố mà mật vụ rồi ! hỏi lằm hỏi lốn,Anger
hú hồn hà,Fear
per bếp ga nha,Other
rảnh rảnh ngồi cưa bàn với cưa cổ thèn ngồi gần mỗi khi nó ghẹo cũng vui ??,Enjoyment
per tao thấy tao trong đó ahahahaha,Enjoyment
ai biết bài nhạc đoạn này không ?,Other
tao muốn con mèo thôi =)),Enjoyment
vỡ tan là như thế ấy,Sadness
đúng chất người đẹp mặc rẻ rách cũng đẹp,Other
"per huhu đúng quá nè :< sư phụ đi rồi , còn per thôi , đừng đi đâu nữa nhaaa 😢",Sadness
thương quá . géc nhất những người nuôi chó mà không chăm ... tội cho kiếp em nó gặp phải 1 người chủ như vầy . thân thương !,Sadness
nhìn mà nổi hết da gà,Fear
hẳn lớp đó nhiều nữ lắm ha,Other
ngày tao chia tay tao khóc quá trời luôn,Sadness
đứa lồn nào vẽ cái ổ điện thế 😂,Disgust
công tình yêu này nhân viên đông vậy luôn hả ?,Surprise
ai giúp bé với hix,Sadness
"200 năm xây dựng , tồn tại 800 năm , thật là tiếc cho nước pháp .",Sadness
per là ai thế nhỉ cụ :)),Other
đôi khi đi tù chỉ để thoả mãi thú vui,Enjoyment
thô nhưg thật :)),Enjoyment
nhìn lại giờ đéo biết vì sao ngày xưa mình đỗ đại học,Other
đã tìm ra cụ tổ của những chiếc sừng,Other
cảm thấy mình thất bại :((,Sadness
hãm 1 rổ lồn . chúc mừng bạn đã chọn nhầm người để tâm thự,Disgust
"chân ngắn như tao thêm combo mập nữa thì tao đéo nhaỷ đâu , tao thả mình trôi sông luôn cho lẹ 🙄",Disgust
có người yêu coi bộ cũng vui 🙂,Enjoyment
trong mv mà có tao đứng dưới mưa nữa thì buồn phải biết,Sadness
đi viện thôi mà có cần phải đẹp vậy không,Surprise
"thôi xong nhá , mấy đứa mà xác định làm răng cả đời thì ... tập xác định",Other
"thằng chém gió lúc bà ấy đẩy ông ấy vào nhà thương điên ( tâm thần ) sao mày không mở mồm ra nói ....! giờ thì “ gió chiều nào theo chiều ấy ” cho thằng như này nằm ở công ty thì không khác chuột bọ , rắn rết",Disgust
dume thằng ghép nhạc nhé ????????,Disgust
per thay đổi đại từ nhân xưng .,Other
"trưa nay nhà em ăn cơm , admin nói với mấy chú truyền hình đừng chiếu tin này lên nha",Other
"cụ mua cái đoạn đường này chưa cụ , đg nếu không cấm đỗ xe thì người ta có quyền đỗ thôi , ghét nhất cái kiểu coi lòng đg như nhà mình rồi vừa đỗ cái xe vào là ra chửi . dcm",Anger
tao mà biết tụi bây là mấy con đĩ nào tao nhổ lông lồn tao lắc hai cái mép lồn chết mẹ tụi bây 🙂,Anger
ăn nhiều mau khoẻ .. tôm cá ấy mày giàu canxi,Other
có ai xem đi xem lại như tao mà vẫn cười đéo nhặt được mồm không ạ :)),Enjoyment
nhẹ nhàng bay lên và hạ cánh thất bại do lổi kỹ thuật,Sadness
per cái đó là ngu chứ thik đéo gì,Disgust
lại thêm một con ngáo bất hạnh,Sadness
"tuổi thơ của tôi toàn gặp những thằng nhỏn mỏ lên chửi nhau , xách giày dí nhau chạy .",Disgust
sao mày không nghĩ lại thêm 1 thừng bị noá xẻ thịt 🤪🤪🤪,Other
chỉ biết xem và ngậm ngùi lướt qua,Sadness
thật tình là rất xin lỗi anh ở trog video . hi vọng sẽ gặp đuợc anh để xin lỗi và tạ tội với anh . thật ra hộp quà trong video là của con lol per với người yêu nó tặng nhau dịp sinh nhật . híccc,Sadness
hihi lâu lắm rùi mới thấy nó,Enjoyment
chắc gái xấu :p,Other
"nếu chấp hành nghiêm chỉnh luật giao thông ai phạt mình được nhỉ . cũng giống như đi học không thuộc bài giáo viên cho 0 ₫ là phải rồi . tất cả là do ý thức con người , đừng đỗ lỗi cho ai . 😑😑",Disgust
mình trả phòng là chăn ga gấp gọn gàng . đồ đạc hẳn hoi trả người ta . dù sao mình cũng như người ta bẩn dọn mãi không sạch ai chẳng điên,Enjoyment
quan trọng phải là thần thái,Other
giọng lại còn ấm nữa chứ ♥️,Enjoyment
ích kỷ . cứ đường trước cửa là của nhà mình ah mà ra đuổi người ta,Disgust
thằng kia lắm lông quá nha :)),Disgust
per anh ơi mua đập 1 phát vào mặt tụi chê mình đi anh,Anger
gần nhà tao lại chẳng còn sót lại anh nào huhu,Sadness
khi tắt đi mới thấy ngạt thở .,Fear
ra sông mò đồng xu cùng ông anh hàng xóm được khoản kếch xù :))),Enjoyment
tưởng khoe người yêu,Disgust
quán tao vỡ sụp xuống hơn mưa,Other
bộ phim đầu tiên làm tao khóc thành tiếng,Sadness
"hồi xưa vào trông nhà cho ông bà , thuê đĩa võ thuật này xem cho mạnh mé đỡ sợ mà thuê ngay đĩa này . ám ảnh quả nhạc tao tao téo vãi",Fear
ừ thì là chuyện cổ tích . cháu đang đi đường thẳng gặp mấy chú thì phải rẽ ngang . 😢😢,Sadness
heo vàng cái lol . toàn bịp nhau . má nó gắp heo vàng 20 lần trúng mà nó toàn được tặng 6sms miễn phí rồi thì thêm 1 lượt gắp,Anger
quả cr7 mà kill đéo gì nhỉ,Disgust
cay cái ông chụp ảnh chụp góc nào cho ông ý bớt khổ đi được không,Disgust
nhà nào nuôi nó mà ác thế,Anger
mỗi lần quyết tâm bỏ mà lại thấy cười . đm đời,Sadness
con này tuổi gì với con nhái với con thằn lằn :))) per,Disgust
wtf nắng rồi mà @@,Surprise
cái tội sờ mông người ta ??,Disgust
nhưng nó sẽ to và rộng ra :(,Sadness
tao đéo thấy nó hay trỗ lào mà bọn nó cuồng vãi,Disgust
ny tao đbh dỗi . chọc kiểu gì cũng không dỗi . đáng yêu vãi 😂,Enjoyment
không phải thích của cải mà là thích ý chí của họ . đàn ông có chí tiến thủ bao giờ cũng quyến rũ,Enjoyment
ước mơ là không cần học cũng giỏi,Other
""" học từ bỏ những thứ trời không cho "" nói thì dễ nhưng nhiều lúc quyết tâm lắm vẫn không làm được .. 😢😢😢",Sadness
"quê tao mà , tao nhìn 1 cái là biết ngay",Other
từ lúc đấy tao không ăn được các loại thịt ngan - ngỗng - vịt lun 😞 ám ảnh vãi,Fear
per ai củng đi mà đem về như tao thì không cần phải có công nhân vệ sinh rồi,Other
gớm quá . nhớ lại lúc còn đạp xe đi học cán qua mấy lũ nay kêu bốp bốp rợn hêt cả da gà da vịt 🤢🤢🤢🤢,Disgust
cũng muốn vứt giày cũ nhưng lại không có tiền mua giày mới . đành chấp nhận đau chân vậy,Sadness
"mong là bố mẹ mình không đọc được tin này , sợ vãi",Fear
sợ vãi,Fear
đi cho vui chứ chả mua sắm gì :)))) người every where,Enjoyment
"thà biết rồi đau 1 lần cho tởn rồi thôi , chứ đừng để nỗi đau cứ day dẳn giằng xé mãi cả đời ☻",Sadness
còn không ngồi xuống dọn phụ em nó mà ngồi bấm điện thoại,Anger
"t nghe nói : đi tập gym sẽ có người yêu ...! awwww . điều đó không sai , điều đó là có thật 😂😂😂",Enjoyment
"per 2 con hay cap màn hình nhất thế giới , nói chuyện với nhau toàn cười ỉ 🙄🙄🙄",Enjoyment
thực tế thì con gái sẽ gục ngã trước một người đàn ô hài hước hơn là điển trai,Other
gáy sớm để làm gì cơ chứ haizz,Sadness
vậy bỏ tiền mua cái máy tính đó để chi ta ???,Surprise
đẻ sao mà cu con đẹp quá vậy trời 😍,Enjoyment
có bao giờ con sóng không xô vào bờ đâu em ....,Other
húp trọn sàn nhà 😁😁😁,Enjoyment
nguy hiểm lắm,Fear
nhanh ghê mới đó đã 9 năm rồi 😢,Sadness
thế mà cô yến bị phạt có 5 triệu :v,Disgust
đó là động lực chứ không phải để đem ra so sánh ..,Other
"hòi nhỏ nhà ngoại bị rượt muốn chết , sợ tới giờ 😭😭",Fear
à thì ra là như v =)))),Enjoyment
"muốn hun , muốn ngắt , muốn nhéo , muốn tán vào cái mặt nó ghê , yêu vãi ??????",Enjoyment
con mèo đúng là cái đồ đáng ghét,Disgust
giờ tao mới nhớ tao đã từng :)),Enjoyment
per chị rep khách hàng thế ấy hả 😞 bị bóc phốt rồi,Sadness
tao mà nhậu xong đi cái đường này xác định,Other
cũng tên quỳnh nhưng 2 số phận thật khác nhau 😢( chỉ mong được 1 góc nhỏ xiu xíu của b ),Sadness
quan trọng là họ quảng cáo nói có đúng không . hay là được ít năm hỏng thì mệt,Other
cũng may tao là một con đàn ông :)),Enjoyment
các anh chị hãy nói với em đó chỉ là diễn xuất mà thôi . và tình yêu như vậy chỉ có trong tiểu thuyết mà thôi .,Enjoyment
đó là đối với mấy đứa hay ảo tưởng mới nghĩ vậy thôi,Disgust
"khi theo đuổi sự ưu tú , sự thành công sẽ theo đuổi bạn",Other
vài chục năm trôi qua mà vẫn chưa đủ tiền mua cái xe máy à,Surprise
cái gì cũng có 2 mặt của nó . làm việc phải nghe bằng 2 tai,Other
vại mà có nhiều người quan niệm quá sai lầm về việc có bạn là con trai .,Other
làm sao bằng chạy xe ôm với bán chổi được ..... nên đừng nói chuyện đến lương .,Other
"như đi hiến máu chẳng hạn :3 , suýt thì được gặp :(",Sadness
per lại nhặng lên à . cảm thấy trong sạch thì cần gì nhặng lên thế,Disgust
vui chơi không an toàn gì cả,Disgust
rất ghét phim ấn nhưng phải nói phim này hay 👍,Enjoyment
haiz nuôi được nuôi không thì thôi chứ nuôi mà để v coi được haizz,Sadness
nó quan tâm mày vì nó muốn mua chuộc mày để tán con bạn thân của mày,Disgust
per eo ôi làm nhớ hồi nhỏ đi học mẫu giáo quá :))),Sadness
per :v tại nhiều nơi đổ về nên đông lại càng đông . biết lối tắt thì còn đỡ chứ không thì mệt lắm,Other
per sợ ghê bây .,Fear
đây chính là lý do tao giảm cân toàn thất bại,Sadness
tao đi quài vẫn chưa gặp nhỉ 🙃,Other
rốt cuộc thằng bé này ở đâu xuất hiện mà có ảnh chế nhiều vậy,Disgust
đáng yêu quá mức,Enjoyment
cô ngu như lợn 😒😒😒,Disgust
rốt cục mạnh quá nên nghĩ võ cũng chỉ tăng thêm độ ngầu thôi :))) chủ yếu đối với sai chỉ là một pha sử lý cồng kền :)),Disgust
chỉ 1 vãi nhỏ th mà niềm vui quá lớn < 3 ^^,Enjoyment
cũng may là hết thời đi học rồi .. không lại từ “ con nhà người ta ” nó lại được nhắc liên tục trog bữa ăn hàng ngày 😅,Enjoyment
"chứ sao nữa , làm gì có chuyện người ta đỗ đúng mà lại gây tắc đường . chỉ có những người mắt hay bị ngứa cho rằng sẽ gây tắc đường thôi ạ",Disgust
